Speaker,Umineko Project (UP),Steam - Umineko Project (ST),Original Witch Hunt (OG),PC Japanese (JP),PS3 Japanese - Censored (JPC),Russian (RU),Brazilian Portuguese (PT),Chinese Simplified (CN),Chinese Traditional (CHT),Italian - Ars Magica - Old (ITA),Spanish (ES),Arabic (AR)
{f:5:Beatrice},"""Sakutarou was a good friend... As long as you do not forget that, he will always be with you... So do not cry...""","""Sakutaro was a good friend... As long as you do not forget that, he will always be with you... So do not cry..."" ","""Sakutaro was a good friend...  As long as you do not forget that, he will always be with you...  So do not cry...""",「さくたろうは良き友人であった…。そなたがそれを忘れぬ限り、常にそなたと共にある…。だから泣くんでない…。」,「さくたろうは良き友人であった…。そなたがそれを忘れぬ限り、常にそなたと共にある…。だから泣くんでない…」,"""Сакутаро был хорошим другом. Пока ты этого не забудешь, он всегда будет с тобой... Поэтому не плачь...""","""Sakutarou era um bom amigo... Contanto que você não o esqueça, ele sempre estará com você... Então não chore...""",「樱太郎是一位良友…。只要汝不忘记他，他就永远与汝同在…。所以，不要哭…」,「櫻太郎是一位良友…。只要汝不忘記他，他就永遠與汝同在…。所以，不要哭…」,"""Sakutarou era un buon amico... se non lo dimentichi, lui sarà sempre con te... Quindi non piangere...""","""Sakutaro era un buen amigo... Mientras no olvides eso, siempre estará contigo... Así que no llores...""","""ﺳﺎﻛﻮﺗﺎﺭﻭ ﻛﺎﻥ ﺻﺪﻳﻘﻚِ ﺍﻟﻌﺰﻳﺰ... ﻭﺳﻴﻈﻞ ﺩﻭﻣًﺎ ﻣﻌﻚِ ﻃﺎﻟﻤﺎ ﻻ ﺗﻨﺴﻴﻨﻪ... ﻓﻼ ﺗﺒﻜﻲ..."""
Ushiromiya Maria,"""Bring him back to life!! You can use a lot of magic, Beato!! You can bring Sakutaro back to life as well, right?!""","""Bring him back to life!! You can use a lot of magic, Beato!! You can even bring Sakutaro back to life, right?!"" ","""Bring him back to life!!  You can use a lot of magic, Beato!!  You can even bring Sakutaro back to life, right?!""",「生き返らせて！！　ベアトはいろんな魔法が使えるんだもんね！！　さくたろだって生き返らせられるよね？！」,[=JP],"""Воскреси его! Ты же можешь много всякой магии, Беато! Тебе по силам даже воскресить Сакутаро, верно?!""","""Traga ele de volta à vida!! Você pode usar muitas magias, Beato!! Você pode trazer o Sakutaro de volta à vida, né?!""",「复活他！！贝阿朵会用各种各样的魔法！！能令樱太郎复活吧？！」,「復活他！！貝阿朵會用各種各樣的魔法！！能令櫻太郎復活吧？！」,"""Riportalo in vita!! Tu puoi usare un sacco di magia, Beato!! Puoi anche riportare Sakutarou in vita, giusto?!""","""¡¡Resucítale!! ¡¡Puedes usar un montón de magia, Beato!! Puedes devolverle la vida a Sakutaro, ¡¿verdad?!""","""ﺍﺑﻌﺜﻴﻪ!! ﺃﻧﺖِ ﺳﺎﺣﺮﺓٌ ﻣﺬﻫﻠﺔٌ ﻳﺎ ﺑﻴـﺎﺗﻮ!! ﻳﻤﻜﻨﻚِ ﺇﻋﺎﺩﺓ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻟﻠﺤﻴﺎﺓ ﺃﻟﻴﺲ ﻛﺬﻟﻚ؟!"""
{f:5:Beatrice},"""............A‐about that...... ...Of course, if Sakutarou had been my furniture, it would be easy. However, Sakutarou is your furniture. ......That makes it difficult for me.""","""......A-About that... ...Of course, if Sakutaro had been my furniture, it would be easy. However, Sakutaro is your furniture. ...That makes it difficult for me."" ","""............A, about that.........Of course, if Sakutaro had been my furniture, it would be easy.  However, Sakutaro is your furniture.  ......That makes it difficult for me.""",「…………そ、それは……。…無論、さくたろが妾の家具だったなら、それも容易い。しかし、さくたろはそなたの家具だ。……妾にそれは難しい。」,「…………そ、それは……。…無論、さくたろうが妾の家具だったなら、それも容易い。しかし、さくたろうはそなたの家具だ。……妾にそれは難しい」,""".........Н‐насчёт этого... Конечно, будь Сакутаро моей мебелью, я бы с лёгкостью сделала это. Однако Сакутаро твоя мебель. Это усложняет мне задачу.""","""............S‐Sobre isso...... ...É claro, se o Sakutarou fosse minha mobília, isto seria fácil. Porém, o Sakutarou é sua mobília. ......Isso acaba fazendo com que seja difícil para mim.""",「…………这、这个……。…当然，樱太郎要是妾身的家具的话，这也是桩易事。可是，樱太郎是汝的家具。……妾身难以做到。」,「…………這、這個……。…當然，櫻太郎要是妾身的家具的話，這也是樁易事。可是，櫻太郎是汝的家具。……妾身難以做到。」,"""... R-Riguardo a quello... certo, se Sakutarou fosse stato un mio mobile, sarebbe facile. Tuttavia, Sakutarou è un tuo mobile. ... Quello lo rende difficile per me.""","""... S-Sobre eso... Por supuesto, sería fácil si Sakutaro hubiera sido mi mueble. Sin embargo, Sakutaro es tu mueble... Eso me lo pone difícil.""","""............ﺫ-ﺫﻟﻚ...... ...ﺑﺎﻟﺘﺄﻛﻴﺪ، ﻟﻮ ﻛﺎﻥ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻣﻦ ﺃﺛﺎﺛﻲ، ﻟﻤﺎ ﻛﺎﻥ ﺫﻟﻚ ﻣﺸﻜﻠﺔ. ﻟﻜﻦ، ﺳﺎﻛﻮﺗﺎﺭﻭ ﻣﻦ ﺃﺛﺎﺛﻚِ ﺃﻧﺖِ. ......ﻟﻬﺬﺍ ﻳﺼﻌﺐ ﻋﻠﻲَّ ﺫﻟﻚ."""
Ushiromiya Maria,"""Difficult but not impossible, right?! Bring him back to life!! Bring him back to life with the Endless Magiiiiiic!""","""If you say it's difficult, that means it isn't impossible, right?! Bring him back to life!! Bring him back to life with the Endless Magiiiiiic!"" ","""If you say it's difficult, that means it isn't impossible, right?!  Bring him back to life!!  Bring him back to life with the Endless Magiiiiiic!""",「難しいってことは無理じゃないんだよね？！　生き返らせて！！　無限の魔法で生き返らせてええぇえぇ！」,[=JP],"""Если ты говоришь сложно, то выходит, невозможно, так?! Воскреси его! Воскреси его магией бесконечности!""","""Difícil, mas não impossível, né?! Traga ele de volta à vida!! Traga ele de volta à vida com sua Magia do Infiniiiiiito!""",「难以做到就不是做不到吧？！复活他！！用无限的魔法复活他！」,「難以做到就不是做不到吧？！復活他！！用無限的魔法復活他！」,"""Se dici che è difficile, significa che non è impossibile, giusto?! Riportalo in vita!! Riportalo in vita con la Magia dell'Infinitoooooo!""","""Si dices que es difícil, quiere decir que no es imposible, ¡¡devuélvele la vida!! ¡Devuélvele la vida con la Magia Interminableeee!""","""ﺻﻌﺐٌ ﻭﻟﻴﺲ ﻣﺴﺘﺤﻴﻼً، ﺻﺤﻴﺢ?! ﺍﺑﻌﺜﻴﻪ!! ﺍﺑﻌﺜﻴﻪ ﺑﺴﺤﺮﻙِ ﺍﻷﺯﻟﻲ!"""
{f:5:Beatrice},""".........Hmm... ......To tell the truth... Sakutarou's vessel was a stuffed animal Rosa made herself, correct...? That Rosa has denied Sakutarou. ......A life that is not permitted by its own mother cannot exist...""","""......Hmm... ...To tell the truth... Sakutarou's vessel was a stuffed animal Rosa made herself, correct...? That Rosa has denied Sakutarou. ...A life that is not permitted by its own mother cannot exist..."" ",""".........Hmm.........To tell the truth...  Sakutarou's vessel was a stuffed animal Rosa made herself, correct...?  That Rosa has denied Sakutarou.  ......A life that is not permitted by its own mother cannot exist...""",「………んむ…。……実はな…。さくたろうの依り代は、楼座の手作りのぬいぐるみであったろう…？その楼座が、さくたろうを否定した。……母にその生を許されなかった命は、存在できぬのだ…。」,「………んむ…。……実はな…。さくたろうの依り代は、楼座の手作りのぬいぐるみであったろう…？　その楼座が、さくたろうを否定した。……母にその生を許されなかった命は、存在できぬのだ…」,"""......Хм‐м... По правде говоря... Сосудом Сакутаро была мягкая игрушка, которую Роза сделала своими руками, правильно? И эта самая Роза отвергла Сакутаро. ........А жизнь, отвергаемая и отрицаемая собственной матерью, существовать не может...""",""".........Hmm... ......Na verdade... o receptáculo do Sakutarou era um animal de pelúcia feito pela própria Rosa, correto...? A Rosa negou o Sakutarou. ......Não é permitido que uma vida negada por sua própria mãe exista...""",「………嗯…。……老实说…。樱太郎的依代，乃是楼座亲手做的布娃娃吧…？这位楼座，否定了樱太郎。……不受母亲允许活下去的生命，无法存在…」,「………嗯…。……老實說…。櫻太郎的依代，乃是樓座親手做的布娃娃吧…？這位樓座，否定了櫻太郎。……不受母親允許活下去的生命，無法存在…」,"""... Hmm... a dire la verità... il vessillo di Sakutarou era un animale di peluche che ha fatto Rosa da sola, corretto...? La stessa Rosa ha negato Sakutarou. ... Una vita che non è permessa dalla sua stessa Madre non può esistere...""","""... Mmm... La verdad es que... El recipiente de Sakutaro era un animal de peluche que hizo la propia Rosa, ¿correcto?... Esa Rosa ha negado a Sakutaro... Una vida cuya madre no permite no puede existir...""",""".........ﻣﻤﻢ... ......ﻷﻗﻮﻝ ﺍﻟﺤﻘﻴﻘﺔ... ﺃﻟﻢ ﻳﻜﻦ ﺇﻧﺎﺀ ﺳﺎﻛﻮﺗﺎﺭﻭ ﺩﻣﻴﺔً ﻣﺤﺸﻮﺓ ﺻﻨﻌﺘﻬﺎ ﺭﻭﺯﺍ...؟ ﻭﺭﻭﺯﺍ ﺃﻧﻜﺮﺕ ﺑﻨﻔﺴﻬﺎ ﻭﺟﻮﺩ ﺳﺎﻛﻮﺗﺎﺭﻭ. ......ﺍﻟﺤﻴﺎﺓ ﺍﻟﺘﻲ ﻳُﻨﻜِﺮُﻫﺎ ﺧﺎﻟﻘﻬﺎ....ﻻ ﻳﻤﻜﻦ ﺃﻥ ﺗﺘﻮﺍﺟﺪ..."""
,{f:5:Beatrice}'s words were feeble.,{f:5:Beatrice}'s words were feeble. ,Beatrice's words were feeble.,ベアトリーチェのその言葉は弱々しい。,[=JP],Поскольку слова {f:5:Беатриче} были слабы.,As palavras de {f:5:Beatrice} eram frágeis.,贝阿朵莉切的这句话有气无力。,貝阿朵莉切的這句話有氣無力。,Le parole di Beatrice erano flebili.,Las palabras de {f:5:Beatrice} eran débiles.,ﻛﺎﻧﺖ ﻛﻠﻤﺎﺕ {f:7:ﺑﻴﺎﺗﺮﻳﺲ} ﻭﺍﻫﻨﺔ.
,"...Because she knew that, no matter what the excuse, it wouldn't be enough to calm Maria and make her accept it.","...Because she knew that, no matter what the excuse, it wouldn't be enough to calm Maria and make her accept it. ",[=UP],…どんな言い訳であったとしても、真里亞を慰め、納得させることなど出来ないとわかっていたからだ。,[=JP],"Поскольку она знала, что какие бы доводы она бы ни приводила, их всё равно не хватило бы, чтобы успокоить Марию и заставить её смириться со случившимся.","...Porque ela sabia que, não importava qual fosse a desculpa, não seria o suficiente para acalmar Maria e fazê‐la aceitar isso.",…这是因为她明白，不管有怎样的理由，都无法安抚、说服真里亚。,…這是因為她明白，不管有怎樣的理由，都無法安撫、說服真里亞。,"... Perché lei lo sapeva, non importavano le scuse, non sarebbe stato abbastanza per calmare Maria e fare in modo che lo accettasse.","... Pues sabía que, sin importar la excusa, no sería suficiente para calmar a María y que lo aceptara.",...ﻷﻧﻬﺎ ﻛﺎﻧﺖ ﺗﺪﺭﻙ ﺃﻥ ﻻ ﻋﺬﺭ، ﺳﻴﻮﺍﺳﻲ ﻣﺎﺭﻳﺎ ﻭﻳُﻘﻨِﻌُﻬﺎ.
,But she had to communicate the painful truth to her disciple and close friend.,But she had to communicate the painful truth to her disciple and close friend. ,[=UP],でも彼女は、弟子であり親友である真里亞に、辛い真実を伝えなければならない。,[=JP],Но она была вынуждена донести до своей ученицы и друга эту болезненную правду.,Mas ela precisava comunicar essa dolorosa verdade para sua discípula e preciosa amiga.,但是，面对既是徒弟又是好友的真里亚，她不得不道出这个残酷的真实。,但是，面對既是徒弟又是好友的真里亞，她不得不道出這個殘酷的真實。,Ma lei doveva comunicare la dolorosa verità alla sua discepola e cara amica.,Pero tenía que comunicar la dolorosa verdad a su discípula y amiga.,ﻟﻜﻦ ﻛﺎﻥ ﻋﻠﻴﻬﺎ ﺇﻳﺼﺎﻝ ﺍﻟﺤﻘﻴﻘﺔ ﺍﻟﻤﺆﻟﻤﺔ ﺇﻟﻰ ﺗﻠﻤﻴﺬﺗﻬﺎ ﻭﺻﺪﻳﻘﺘِﻬﺎ ﺍﻟﻤﻘﺮَّﺑﺔ.
,".........She had to tell her the fact......that even with all of her own magic, even she could not revive Sakutarou.","......She had to tell her the fact... ...that even with all of her own power, even she could not revive Sakutarou. ",".........She had to tell her the fact, ......that even with all of her own power, even she could not revive Sakutarou.",………自らの魔法を尽くそうとも、……さくたろうを蘇らせることが出来ないという、その事実を。,[=JP],"Она была вынуждена поведать ей, что даже при всём её могуществе ей было не под силу воскресить Сакутаро.",".........Ela precisava dizer que......mesmo com toda a sua magia, ela não poderia reviver Sakutarou.",………那即使用尽自己的所有魔法，……也无法复苏樱太郎的真实。,………那即使用盡自己的所有魔法，……也無法復甦櫻太郎的真實。,"... Doveva dirle il fatto... che anche con tutto il suo potere, non sarebbe stata in grado di resuscitare Sakutarou.","... Tenía que comunicarle el hecho, de que, aun con todo su poder, ni ella podía resucitar a Sakutaro.",.........ﻣﻔﺎﺩﻫﺎ ﺃﻥ......ﺣﺘﻰ ﻟﻮ ﺑﺬﻟﺖْ ﻛﻞ ﻣﺎ ﻟﺪﻳﻬﺎ ﻣﻦ ﺳﺤﺮ، ﻓﻠﻦ ﺗﺴﺘﻄﻴﻊ ﺑِﻪِ ﺑﻌﺚ ﺻﺪﻳﻘﻬﺎ.
{f:5:Beatrice},"""As long as you continue to strongly believe in Sakutarou's existence, his soul will not disappear...... So, {f:5:Maria}, ...please, do not be sad... Even now, look, ...you must believe that Sakutarou is smiling right over there......""","""As long as you continue to strongly believe in Sakutarou's existence, that soul will not disappear... So, {f:5:Maria}, ...please, do not be sad..."" ""Even now, look, ...believe that Sakutarou is smiling right over there..."" ","""As long as you continue to strongly believe in Sakutarou's existence, that soul will not disappear......  So, MARIA..., please, do not be sad...Even now, look, ...I believe that Sakutarou is smiling right over there......""",「そなたがさくたろうの存在を強く信じる限り、その魂が消え去ることはない……。だからマリア…、どうか悲しむな…。今もほら、…すぐそこでさくたろうが微笑んでいると信じるのだ……。」,「そなたがさくたろうの存在を強く信じる限り、その魂が消え去ることはない……。だからマリア…、どうか悲しむな…。今もほら、…すぐそこでさくたろうが微笑んでいると信じるのだ……」,"""Так что пока ты будешь продолжать истово верить в существование Сакутаро, его душа не исчезнет... Поэтому, {f:5:Мария}, прошу, не грусти...Даже сейчас, взгляни... Уверена, Сакутаро улыбается вон там...""","""Enquanto você continuar a acreditar fortemente na existência do Sakutarou, a alma dele não vai desaparecer...... Por isso, {f:5:Maria}, ...por favor, não fique triste... Mesmo agora, veja, ...você precisa acreditar que o Sakutarou está sorrindo bem ali......""",「只要汝在坚信樱太郎的存在，其灵魂就不会消失……。所以，真里亚…，请不要悲伤…。来，…去坚信，此时此刻，樱太郎正面露微笑站在那里……」,「只要汝在堅信櫻太郎的存在，其靈魂就不會消失……。所以，真里亞…，請不要悲傷…。來，…去堅信，此時此刻，櫻太郎正面露微笑站在那裡……」,"""Se tu crederai nell'esistenza di Sakutarou, quell'anima non scomparirà... {n}quindi, MARIA... per favore, non essere triste... anche ora, guarda... credo che Sakutarou stia sorridendo proprio laggiù...""","""Mientras sigas creyendo en la existencia de Sakutaro, su alma no desaparecerá... Así que, {f:5:María}... por favor, no estés triste... Aun ahora, mira... creo que Sakutaro está sonriendo allí mismo...""","""ﻟﻦ ﺗﺰﻭﻝ ﺭﻭﺡ ﺳﺎﻛﻮﺗﺎﺭﻭ ﻣﺎ ﺑﻘﻴﺖِ ﻣﺆﻣﻨﺔً ﺑﻮﺟﻮﺩﻩ...... ﻟﺬﻟﻚ ﻳﺎ {f:7:ﻣﺎﺭﻳﺎ}... ﺃﺭﺟﻮﻙِ ﻻ ﺗﺤﺰﻧﻲ... ﻟﺬﺍ ﻫﻴﺎ، ﺁﻣﻨﻲ ﺃﻧﻪ ﻳﺒﺘﺴﻢ ﻟﻚِ ﺍﻵﻥ ﻣﻦ ﺍﻷﻋﺂﻟﻲ..."""
Ushiromiya Maria,"""No!!! No no no!! You have to bring Sakutaro back to life!! No no no! WaaA{0}AAa{0}a{0}a{0}aAAa{0}a{0}aAa{0}aAahhhh!!""","""No!!! No no no!! You have to bring Sakutaro back to life!! No no no! WaaA{0}AAa{0}a{0}a{0}aAAa{0}a{0}aAa{0}aAahhhh!!"" ","""No!!!  No no no!!  You have to bring Sakutaro back to life!!  No no no!  Waaaaaaaaaaaaaaaaaaaahhhh!!""",「嫌だ！！！　嫌だ嫌だ嫌だ！！　さくたろを生き返らせてくれなきゃ嫌だ！！　嫌だ嫌だ嫌だ！　うわあああぁああぁあぁあぁああう！！」,[=JP],"""Нет!!! Нет!!! Нет!!! Нет!!! Ты должна воскресить Сакутаро! Нет‐нет‐нет! Уа‐а‐а‐а‐а‐а‐а‐а‐а‐а!""","""Não!!! Não não não!! Você precisa trazer o Sakutaro de volta à vida!! Não não não! WaaA{0}AAa{0}a{0}a{0}aAAa{0}a{0}aAa{0}aAahhhh!!""",「不要！！！不要不要不要！！不要樱太郎没法复活！！不要不要不要！呜哇啊啊啊阿啊啊阿啊阿啊阿啊啊呜！！」,「不要！！！不要不要不要！！不要櫻太郎沒法復活！！不要不要不要！嗚哇啊啊啊阿啊啊阿啊阿啊阿啊啊嗚！！」,"""No!!! No, no, no!! Devi riportare Sakutarou in vita!! No, no, no! Waaaaaaaaaaaaaaaaaaaahhhh!!""","""¡¡¡No!!! No, no, ¡¡no!! ¡¡Tienes que resucitar a Sakutaro!! ¡No, no, no! ¡¡Waaaaaaaaaaaaaaaaaaaahhhh!!""","""ﻻ ﺃﺭﻳﺪ!!! ﻻ ﺃﺭﻳﺪ ﻻ ﺃﺭﻳﺪ ﻻ ﺃﺭﻳﺪ!! ﻋﻠﻴﻚِ ﺃﻥ ﺗﺒﻌﺜﻲ ﺳﺎﻛﻮﺗﺎﺭﻭ!! ﻻ ﺃﺭﻳﺪ ﻻ ﺃﺭﻳﺪ ﻻ ﺃﺭﻳﺪ! ﻭﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﺍﻩ!!"""
